iter	RMSE
277	20.84818496
278	20.84102455
279	20.83423606
280	20.83248637
281	20.82084587
282	20.812058
283	20.80728267
284	20.79784139
285	20.78957409
286	20.7788269
287	20.77664735
288	20.77570622
289	20.7628363
290	20.75802471
291	20.75266838
292	20.74845543
293	20.73716693
294	20.72478418
295	20.71659556
296	20.70239157
297	20.69391291
298	20.68707497
299	20.68594705
300	20.68152059
301	20.6735044
302	20.66258768
303	20.65254507
304	20.64991858
305	20.64003998
306	20.63394205
307	20.62588551
308	20.61904513
309	20.61678959
310	20.6123276
311	20.60477829
312	20.60140976
313	20.59205943
314	20.58555206
315	20.57127035
316	20.56307232
317	20.55264945
318	20.54734088
319	20.54330742
320	20.53982996
321	20.53520787
322	20.52983968
323	20.52466743
324	20.51754734
325	20.51454978
326	20.50979646
327	20.50204378
328	20.49951363
329	20.49204366
330	20.48953674
331	20.48808995
332	20.48642166
333	20.47727381
334	20.46175449
335	20.45716712
336	20.44381392
337	20.43665616
338	20.43197223
339	20.42888541
340	20.42142094
341	20.41427368
342	20.41111835
343	20.40761045
344	20.40470506
345	20.40301612
346	20.39902901
347	20.39088236
348	20.3890915
349	20.38479242
350	20.37890555
351	20.36901151
352	20.36046556
353	20.35409164
354	20.34975811
355	20.34108868
356	20.33424208
357	20.32801877
358	20.32181266
359	20.31963619
360	20.31307592
361	20.30793515
362	20.30017306
363	20.29603951
364	20.28765511
365	20.28284266
366	20.27279058
367	20.26861037
368	20.26327944
369	20.26150979
370	20.26012674
371	20.24804021
372	20.24467751
373	20.23571742
374	20.2276893
375	20.21853009
376	20.20778025
377	20.20440128
378	20.2031684
379	20.192499
380	20.1843496
381	20.1752532
382	20.17039434
383	20.15963741
384	20.15026945
385	20.14424387
386	20.12865532
387	20.12214666
388	20.1158657
389	20.11291763
390	20.10813058
391	20.0999843
392	20.09927233
393	20.09572429
394	20.08752989
395	20.0837132
396	20.0795045
397	20.07415504
398	20.06795799
399	20.05977306
400	20.05018424
401	20.04044612
402	20.03167964
403	20.02414738
404	20.02240272
405	20.01950237
406	20.0167928
407	20.01406633
408	20.01234379
409	19.99649681
410	19.9952292
411	19.98785884
412	19.97806815
413	19.97328981
414	19.9723271
415	19.96535271
416	19.96353245
417	19.95887396
418	19.95712077
419	19.94869898
420	19.94767792
421	19.93990723
422	19.93505128
423	19.93150052
424	19.92167455
425	19.91641814
426	19.91425057
427	19.90926689
428	19.89780117
429	19.89340981
430	19.88422041
431	19.87865235
432	19.867999
433	19.86580947
434	19.85505498
435	19.85055043
436	19.84376056
437	19.83653484
438	19.829867
439	19.82270021
440	19.81872667
441	19.81265774
442	19.80935607
443	19.80644468
444	19.79918875
445	19.79551198
446	19.7937879
447	19.78726113
448	19.78118704
449	19.77215864
450	19.76760096
451	19.75878236
452	19.75086393
453	19.74703381
454	19.73815064
455	19.7264908
456	19.72446032
457	19.71414468
458	19.70461537
459	19.69898653
460	19.69430789
461	19.68578036
462	19.68118404
463	19.67730461
464	19.67093206
465	19.66382313
466	19.65961987
467	19.65229114
468	19.65032693
469	19.64991592
470	19.64830059
471	19.64302682
472	19.64094077
473	19.63206032
474	19.62927013
475	19.62263478
476	19.61241724
477	19.60644049
478	19.60071977
479	19.59489331
480	19.59226472
481	19.58321927
482	19.58012378
483	19.57815929
484	19.57322829
485	19.57248251
486	19.56388932
487	19.56014607
488	19.55683716
489	19.54902321
490	19.5449353
491	19.54258959
492	19.52957644
493	19.52293756
494	19.51771398
495	19.51253119
496	19.50833023
497	19.49808382
498	19.49270833
499	19.48681978
500	19.48248184
501	19.4796722
502	19.47564489
503	19.46803239
504	19.46416269
505	19.46365831
506	19.45883096
507	19.45763406
508	19.45275359
509	19.44610542
510	19.44099748
511	19.43471745
512	19.4320722
513	19.42415889
514	19.41619296
515	19.41122434
516	19.40786642
517	19.40475282
518	19.40121825
519	19.39977186
520	19.39622179
521	19.38939576
522	19.38283985
523	19.37861289
524	19.3736037
525	19.36910823
526	19.36687002
527	19.362615
528	19.36127024
529	19.35726508
530	19.35106472
531	19.34675446
532	19.34476016
533	19.34177151
534	19.33833738
535	19.33029035
536	19.32862499
537	19.31853523
538	19.31767658
539	19.30747014
540	19.30675553
541	19.29818228
542	19.29188932
543	19.28789917
544	19.28127674
545	19.27418641
546	19.27277925
547	19.26997651
548	19.26176685
549	19.25864361
550	19.2559522
551	19.24170749
552	19.23615272
553	19.22612461
554	19.21044136
555	19.20684213
556	19.20070508
557	19.19132303
558	19.18148159
559	19.17508105
560	19.17101817
561	19.16281838
562	19.1575732
563	19.15666721
564	19.14664545
565	19.14395812
566	19.13713161
567	19.13020457
568	19.12983198
569	19.12237398
570	19.11695306
571	19.11242515
572	19.10290288
573	19.09481986
574	19.09183636
575	19.08682848
576	19.07387686
577	19.07089288
578	19.06734622
579	19.06578016
580	19.06143507
581	19.05928471
582	19.05225976
583	19.04963766
584	19.04162938
585	19.03825084
586	19.03068502
587	19.02473378
588	19.01504732
589	19.01368812
590	19.00700252
591	19.00428509
592	19.00096494
593	18.99503559
594	18.98884184
595	18.98473916
596	18.98154907
597	18.9778833
598	18.97321617
599	18.97153134
600	18.97058548
601	18.96394551
602	18.95572357
603	18.95191082
604	18.94925771
605	18.94338248
606	18.9412501
607	18.93802287
608	18.92598905
609	18.91862752
610	18.91552711
611	18.91460637
612	18.91103657
613	18.91073838
614	18.90835609
615	18.90515932
616	18.89598833
617	18.88998339
618	18.88638433
619	18.88412273
620	18.87809315
621	18.87341335
622	18.87065418
623	18.864099
624	18.8601368
625	18.85924525
626	18.85374027
627	18.84769335
628	18.84478652
629	18.8410658
630	18.83406037
631	18.8277134
632	18.82752089
633	18.81732187
634	18.81273718
635	18.80797117
636	18.80393056
637	18.79686005
638	18.79495288
639	18.79407006
640	18.78965962
641	18.78431666
642	18.78039842
643	18.7764749
644	18.77443333
645	18.77296415
646	18.76467365
647	18.75365017
648	18.75126976
649	18.75018292
650	18.74849596
651	18.74376732
652	18.73674897
653	18.73221473
654	18.72984847
655	18.72640294
656	18.72441945
657	18.7219917
658	18.71181872
659	18.70417633
660	18.70126895
661	18.6953011
662	18.68952762
663	18.68234562
664	18.67335184
665	18.66848651
666	18.66203576
667	18.65470566
668	18.65037479
669	18.64834759
670	18.63789244
671	18.63681881
672	18.63211817
673	18.62708466
674	18.62103691
675	18.61745392
676	18.61084968
677	18.60922465
678	18.60526677
679	18.59903233
680	18.59522684
681	18.59143606
682	18.58731504
683	18.58569286
684	18.5826931
685	18.57690798
686	18.57178967
687	18.56595005
688	18.55643427
689	18.55523797
690	18.55074221
691	18.54995126
692	18.54367403
693	18.53925772
694	18.53471573
695	18.52997667
696	18.51835484
697	18.51692391
698	18.51537187
699	18.51241123
700	18.50472638
701	18.4981627
702	18.49186909
703	18.48765271
704	18.47875269
705	18.47449063
706	18.47157967
707	18.46492627
708	18.4612721
709	18.45452351
710	18.45056191
711	18.44725041
712	18.44411983
713	18.44201444
714	18.43417979
715	18.42104323
716	18.4143706
717	18.41102116
718	18.40517011
719	18.39503391
720	18.38611081
721	18.3758339
722	18.36902319
723	18.36548779
724	18.36143393
725	18.35825025
726	18.354587
727	18.35124879
728	18.33578939
729	18.3305943
730	18.32723628
731	18.32458217
732	18.32117269
733	18.31246789
734	18.30158449
735	18.29921794
736	18.29807846
737	18.29571678
738	18.29154915
739	18.28847019
740	18.28612404
741	18.27481505
742	18.26405509
743	18.26250081
744	18.25946318
745	18.25835466
746	18.25459802
747	18.25138973
748	18.24809957
749	18.24517372
750	18.23929578
751	18.2344455
752	18.23176287
753	18.22943533
754	18.22257578
755	18.21849229
756	18.21425807
757	18.21106292
758	18.20964457
759	18.2051378
760	18.20326506
761	18.19773326
762	18.18721554
763	18.18092331
764	18.16901616
765	18.16067455
766	18.15545365
767	18.15297893
768	18.15224931
769	18.14647388
770	18.14266855
771	18.13939496
772	18.13724948
773	18.1332746
774	18.12964226
775	18.12708219
776	18.11478448
777	18.11365941
778	18.10701426
779	18.09843285
780	18.09551834
781	18.08582052
782	18.07614849
783	18.07161781
784	18.0708036
785	18.06174667
786	18.05749213
787	18.05237309
788	18.04968017
789	18.04337672
790	18.03573817
791	18.03340978
792	18.02930783
793	18.02808322
794	18.01978605
795	18.01776099
796	18.01219458
797	18.00957094
798	18.00384469
799	18.00204783
800	17.99672738
801	17.99172152
802	17.98777963
803	17.98570553
804	17.98379237
805	17.97775358
806	17.97489825
807	17.97204415
808	17.97015458
809	17.96702709
810	17.95991214
811	17.95178345
812	17.95080912
813	17.94765957
814	17.94331484
815	17.94137272
816	17.9409123
817	17.93902231
818	17.93594279
819	17.93324179
820	17.93002467
821	17.92700859
822	17.92316178
823	17.92132328
824	17.91749795
825	17.91607769
826	17.91531096
827	17.91254164
828	17.90958641
829	17.90804239
830	17.90640703
831	17.90088112
832	17.89609034
833	17.89023007
834	17.88311558
835	17.88237239
836	17.87948623
837	17.87450842
838	17.86402169
839	17.86194942
840	17.85549641
841	17.8496011
842	17.84627979
843	17.84072773
844	17.8384904
845	17.83232235
846	17.83090285
847	17.82364368
848	17.8196948
849	17.81404136
850	17.81034442
851	17.80561746
852	17.79946397
853	17.79239771
854	17.78851722
855	17.78668959
856	17.78303765
857	17.7801391
858	17.77919546
859	17.77279766
860	17.77227473
861	17.7680102
862	17.76577175
863	17.76151475
864	17.75657177
865	17.75607365
866	17.74896424
867	17.74431341
868	17.74299712
869	17.73645052
870	17.72725669
871	17.72262721
872	17.72142031
873	17.71458958
874	17.71048445
875	17.70371266
876	17.70115401
877	17.69811126
878	17.69330451
879	17.69253914
880	17.68372367
881	17.67892403
882	17.67843335
883	17.67540871
884	17.67230279
885	17.67163672
886	17.66538491
887	17.66164497
888	17.65672619
889	17.65039836
890	17.64673602
891	17.64060989
892	17.63782718
893	17.63268926
894	17.62455516
895	17.62322412
896	17.61886005
897	17.61215629
898	17.61164453
899	17.60579909
900	17.59841108
901	17.59731752
902	17.59049989
903	17.58617319
904	17.58000964
905	17.57713875
906	17.57111683
907	17.56837468
908	17.56498641
909	17.56231819
910	17.55678589
911	17.55286929
912	17.55268682
913	17.54944655
914	17.54737135
915	17.54178846
916	17.53881678
917	17.53842736
918	17.52958055
919	17.52632331
920	17.5225415
921	17.51867156
922	17.51836664
923	17.51809983
924	17.51321273
925	17.50799335
926	17.50370608
927	17.50275495
928	17.49696941
929	17.4942046
930	17.49214525
931	17.49033383
932	17.4886555
933	17.48272565
934	17.47614142
935	17.47341951
936	17.47083835
937	17.46405252
938	17.46286013
939	17.45692693
940	17.45343727
941	17.4519661
942	17.44987451
943	17.44967385
944	17.44614821
945	17.43888534
946	17.43526174
947	17.43002711
948	17.42642726
949	17.42146202
950	17.41907023
951	17.40699662
952	17.40381621
953	17.3979557
954	17.39519722
955	17.38994487
956	17.38718351
957	17.38415238
958	17.37880032
959	17.37667014
960	17.37307688
961	17.36778091
962	17.36492849
963	17.35487047
964	17.35192361
965	17.34798967
966	17.3437401
967	17.34072921
968	17.33464574
969	17.33177398
970	17.32761457
971	17.32322386
972	17.31798575
973	17.31690942
974	17.31074148
975	17.30688767
976	17.30304278
977	17.29915301
978	17.29592917
979	17.29119876
980	17.28849598
981	17.28294042
982	17.27548108
983	17.26837043
984	17.2641408
985	17.26300064
986	17.2622456
987	17.2565709
988	17.25138932
989	17.24948906
990	17.2436444
991	17.24063281
992	17.23838413
993	17.23280477
994	17.23174286
995	17.23015608
996	17.22894122
997	17.22286735
998	17.21980574
999	17.21261368
